,Brand Name,Model Name,Price
493,Itel,Itel S42,"Rs.8,499"
494,Itel,Itel S41,"Rs.7,199"
495,Itel,Itel PowerPro P41,"Rs.5,199"
496,Itel,Itel A44,"Rs.5,119"
497,Coolpad,Coolpad Cool Play 6,"Rs.14,999"
498,Coolpad,Coolpad Max,"Rs.12,300"
499,Coolpad,Coolpad Note 3,"Rs.10,890"
500,Coolpad,Coolpad Note 3 Plus,"Rs.9,499"
501,Coolpad,Coolpad Note 5,"Rs.8,990"
502,Coolpad,Coolpad Note 6,"Rs.8,799"
503,Coolpad,Coolpad Cool 1 Dual,"Rs.7,999"
504,Coolpad,Coolpad Mega 2.5D,"Rs.7,480"
505,Coolpad,Coolpad Note 3S,"Rs.7,149"
506,Coolpad,Coolpad Note 3 Lite,"Rs.6,999"
507,Coolpad,Coolpad Dazen X7,"Rs.6,987"
508,Coolpad,Coolpad Note 5 Lite,"Rs.5,999"
509,Coolpad,Coolpad Note 5 Lite C,"Rs.5,990"
510,Coolpad,Coolpad Dazen 1,"Rs.5,790"
511,Coolpad,Coolpad Mega 3,"Rs.5,039"
512,Coolpad,Coolpad Mega 4A,"Rs.4,499"
513,Coolpad,Coolpad Rogue,"Rs.2,799"
514,Oneplus,OnePlus 5,"Rs.35,899"
515,Oneplus,OnePlus 6,"Rs.34,999"
516,Oneplus,OnePlus 5T,"Rs.32,999"
517,Oneplus,OnePlus 3T,"Rs.25,699"
518,Oneplus,OnePlus 3,"Rs.22,999"
519,Oneplus,OnePlus X,"Rs.22,999"
520,Oneplus,OnePlus 2,"Rs.19,999"
521,Oneplus,OnePlus One,"Rs.11,690"
522,Tecno,Tecno Camon iClick,"Rs.13,999"
523,Tecno,Tecno i5,"Rs.11,459"
524,Tecno,Tecno i5 Pro,"Rs.9,999"
525,Tecno,Tecno Camon i,"Rs.8,485"
526,Tecno,Tecno i3 Pro,"Rs.7,990"
527,Tecno,Tecno i3,"Rs.6,499"
528,Leeco,LeEco Le Max,"Rs.32,999"
529,Leeco,LeEco Le Max 2,"Rs.14,990"
530,Leeco,LeEco Le 1s,"Rs.10,999"
531,Leeco,LeEco Le 2,"Rs.7,821"
532,Leeco,LeEco Le 1s Eco,"Rs.7,118"
533,HTC,HTC U11+,"Rs.56,990"
534,HTC,HTC Butterfly S,"Rs.54,990"
535,HTC,HTC One X+,"Rs.42,999"
536,HTC,HTC U11,"Rs.39,999"
537,HTC,HTC Butterfly,"Rs.39,599"
538,HTC,HTC One S,"Rs.36,900"
539,HTC,HTC One mini,"Rs.32,299"
540,HTC,HTC One X,"Rs.32,099"
541,HTC,HTC 10,"Rs.31,999"
542,HTC,HTC Desire 626s,"Rs.29,351"
543,HTC,HTC Desire 600 C,"Rs.28,599"
544,HTC,HTC U Ultra,"Rs.27,500"
545,HTC,HTC Desire SV,"Rs.25,990"
546,HTC,HTC Desire VC,"Rs.22,999"
547,HTC,HTC Desire XC,"Rs.22,090"
548,HTC,HTC 10 Lifestyle,"Rs.21,349"
549,HTC,HTC Desire 601 dual-SIM,"Rs.21,142"
550,HTC,HTC Desire 700 dual-SIM,"Rs.20,990"
551,HTC,HTC Desire Eye,"Rs.20,000"
552,HTC,HTC Desire 600,"Rs.19,994"
553,HTC,HTC Desire 501 dual-sim,"Rs.18,979"
554,HTC,HTC 10 evo,"Rs.18,490"
555,HTC,HTC One (E8) Dual SIM,"Rs.17,999"
556,HTC,HTC Desire 820q,"Rs.17,994"
557,HTC,HTC One Max,"Rs.17,990"
558,HTC,HTC One A9,"Rs.17,400"
559,HTC,HTC Desire 709d,"Rs.17,157"
560,HTC,HTC One dual SIM,"Rs.17,000"
561,Infocus,InFocus M810,"Rs.13,490"
562,Infocus,InFocus Vision 3 Pro,"Rs.10,999"
563,Infocus,InFocus M535+,"Rs.10,700"
564,Infocus,InFocus M812,"Rs.9,280"
565,Infocus,InFocus Bingo 50,"Rs.8,999"
566,Infocus,InFocus Epic 1,"Rs.8,997"
567,Infocus,InFocus M680,"Rs.8,879"
568,Infocus,InFocus Snap 4,"Rs.8,849"
569,Infocus,InFocus Bingo 50+,"Rs.7,999"
570,Infocus,InFocus M535,"Rs.7,600"
571,Infocus,InFocus Turbo 5 Plus,"Rs.7,499"
572,Infocus,InFocus Turbo 5,"Rs.7,132"
573,Infocus,InFocus Vision 3,"Rs.6,999"
574,Infocus,InFocus M530,"Rs.6,999"
575,Infocus,InFocus M350,"Rs.6,999"
576,Infocus,InFocus M808,"Rs.6,990"
577,Infocus,InFocus M330,"Rs.6,899"
578,Infocus,InFocus M2 4G,"Rs.5,499"
579,Infocus,InFocus Bingo 21,"Rs.4,999"
580,Infocus,InFocus M370,"Rs.4,999"
581,Infocus,InFocus M2,"Rs.4,999"
582,Infocus,InFocus A2,"Rs.4,875"
583,Infocus,InFocus Bingo 20 (M425),"Rs.4,299"
584,Infocus,InFocus Bingo 10,"Rs.3,499"
585,Infocus,InFocus M260,"Rs.2,999"
